Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Duration,Max_Flow_Duration,Avg_Flow_Duration,Flow_Count,Cov_PacketSize_IAT,Cov_PacketSize_FlowDuration,Cov_PacketCount_IAT,Corr_PacketSize_IAT,Corr_PacketSize_FlowDuration,Corr_PacketCount_IAT
16.8,17,113.8,29.083708,0.2,0.0,0.0,0.1,0.4,0.0,0.0,4,0,2,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.1,0.0,1.0,1.0,1920,66,345,192.0,117.114379,192.0,0.034456,10,13715.777778,0.343835,97.211425,5.074358,3250,3.964993,-17507989982.507313,0.0,0.650702,-0.282017,
23.2,6,94.1,24.506024,0.1,0.1,0.0,0.1,0.5,0.0,0.0,5,1,1,0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1706,66,414,170.6,127.248838,170.6,0.041491,10,16192.266667,0.408063,97.211425,5.047882,3253,1.468719,-479.615273,0.0,0.236884,-0.072083,
32.8,6,69.9,150.700235,0.2,0.1,0.0,0.2,1.0,0.0,0.0,10,1,2,0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1054,66,279,105.4,81.539629,105.4,0.006636,10,6648.711111,0.066357,97.211425,4.991633,3260,0.151072,-817.650967,0.0,0.182961,-0.250174,
21.6,6,165.6,32.178036,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,1096,60,230,109.6,69.471337,109.6,0.036501,10,4826.266667,0.310771,97.211425,4.922881,3260,-0.158952,-9238256893.05596,0.0,-0.103043,-0.250861,
14.0,17,112.5,62.940964,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,2284,66,414,228.4,126.409564,228.4,0.016598,10,15979.377778,0.158879,97.211425,4.922881,3260,0.651629,-4921.375458,0.0,0.376731,-0.764858,
11.6,17,101.7,43.497556,0.1,0.0,0.0,0.0,0.3,0.0,0.0,3,0,1,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.3,0.0,1.0,1.0,1311,60,224,131.1,75.698892,131.1,0.02315,10,5730.322222,0.229898,97.211425,4.908625,3260,-0.579759,28441167299.03305,0.0,-0.270251,0.464001,
23.2,6,62.4,165.541325,0.1,0.1,0.0,0.1,0.5,0.0,0.0,5,1,1,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1259,60,414,125.9,118.732613,125.9,0.006041,10,14097.433333,0.060408,97.211425,4.876315,3266,-0.091972,-934.090648,0.0,-0.108583,-0.211639,
23.2,6,100.5,31.63915,0.1,0.1,0.0,0.4,0.7,0.0,0.0,7,1,1,0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1912,66,360,191.2,134.924506,191.2,0.032329,10,18204.622222,0.316064,97.211425,4.795191,3270,3.155633,-2778.890491,0.0,0.431044,-0.40038,
22.8,6,138.1,16.366476,0.1,0.0,0.0,0.2,0.7,0.0,0.0,7,0,1,0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,1.0,1.0,1127,60,230,112.7,61.097463,112.7,0.061506,10,3732.9,0.611005,97.211425,4.975797,3270,-0.708843,-2737950845.559954,0.0,-0.110054,-0.084538,
18.4,6,79.3,54.090598,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,1441,60,345,144.1,114.092993,144.1,0.032433,10,13017.211111,0.184875,97.211425,5.10689,3270,-2.33589,-31328126909.481495,0.0,-0.415483,-0.388495,
19.2,6,119.0,20.327642,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.1,0.0,1.0,1.0,1579,66,339,157.9,89.412216,157.9,0.054144,10,7994.544444,0.491941,97.211425,5.10689,3270,-1.042877,-11156687441.331408,0.0,-0.190861,-0.23539,
22.8,6,88.4,24.937402,0.1,0.0,0.1,0.2,0.6,0.0,0.0,6,0,1,1,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.1,0.1,0.0,0.0,0.9,0.9,1514,60,385,151.4,125.130332,151.4,0.048674,10,15657.6,0.401004,97.211425,5.483203,3270,-3.757897,-17023723603.945984,0.0,-0.546309,-0.25665,
17.6,6,80.0,64.248717,0.0,0.0,0.0,0.1,0.5,0.0,0.0,5,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.1,0.2,0.0,0.9,0.9,1898,60,373,189.8,144.785512,189.8,0.017603,10,20962.844444,0.155645,97.211425,6.067373,3270,0.164063,42391678493.1521,0.0,0.07715,0.36159,
5.6,17,121.3,41.44991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.1,0.0,0.8,0.8,2004,60,367,200.4,103.37655,200.4,0.026061,10,10686.711111,0.241255,97.211425,6.067373,3276,1.167864,-21270342783.090977,0.0,0.275427,-0.254105,
20.8,6,76.7,51.093099,0.1,0.1,0.0,0.1,0.5,0.0,0.0,5,1,1,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.1,0.2,0.0,0.9,0.9,1228,60,278,122.8,85.417667,122.8,0.020026,10,7296.177778,0.195721,97.211425,6.054515,3286,-0.797201,2533072082.295059,0.0,-0.330611,0.036624,
22.4,6,74.5,42.38743,0.1,0.1,0.0,0.3,0.6,0.0,0.0,6,1,1,0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.9,0.9,883,60,239,88.3,55.126219,88.3,0.024162,10,3038.9,0.235919,97.211425,5.959023,3290,0.292963,-5271023032.304406,0.0,0.124634,-0.180379,
12.8,17,76.3,33.761294,0.0,0.0,0.0,0.1,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.1,0.2,0.0,0.9,0.9,2070,60,373,207.0,135.6466,207.0,0.03021,10,18400.0,0.296197,97.211425,5.94014,3300,3.441655,32780911661.589928,0.0,0.425365,0.298451,
27.2,6,57.6,229.8803,0.1,0.2,0.0,0.1,0.7,0.0,0.0,7,2,1,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.1,0.0,0.9,0.9,1172,60,367,117.2,107.987448,117.2,0.00489,10,11661.288889,0.043501,97.211425,5.915537,3310,0.606689,35872751450.81682,0.0,0.735074,0.470004,
22.8,6,119.2,27.661749,0.1,0.0,0.0,0.5,0.8,0.0,0.0,8,0,1,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.1,0.0,1.0,1.0,1577,60,350,157.7,106.902915,157.7,0.0363,10,11428.233333,0.36151,97.211425,5.83044,3310,-1.270584,-11119437173.943192,0.0,-0.307174,-0.19622,
17.6,6,147.1,128.541342,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.0,0.0,0.0,1.0,1.0,2087,66,348,208.7,125.720192,208.7,0.012417,10,15805.566667,0.077796,97.211425,5.818392,3310,0.469751,17.43103,0.0,0.253268,0.006536,
18.4,6,84.1,66.848955,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,969,60,150,96.9,39.02549,96.9,0.014959,10,1522.988889,0.149591,97.211425,5.818392,3310,-0.530653,-13745632909.223707,0.0,-0.555385,-0.498341,
14.8,17,105.2,52.270942,0.0,0.1,0.0,0.1,0.2,0.0,0.0,2,1,0,0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1182,60,230,118.2,65.903633,118.2,0.019536,10,4343.288889,0.191311,97.211425,5.818392,3322,-0.219607,1809.71308,0.0,-0.189694,0.538909,
19.2,6,174.0,10.838499,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.1,0.0,1.0,1.0,1500,66,230,150.0,66.417869,150.0,0.093173,10,4411.333333,0.922637,97.211425,5.818392,3330,0.061937,-9685269632.787271,0.0,0.010386,-0.275091,
27.2,6,80.7,27.778706,0.0,0.1,0.0,0.4,0.7,0.0,0.0,7,1,0,0,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,1148,60,196,114.8,55.379098,114.8,0.038465,10,3066.844444,0.359988,97.211425,5.818392,3330,2.0514,-10206784606.467562,0.0,0.471632,-0.34769,
8.8,1,100.0,31.204253,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.1,0.4,0.0,0.9,0.9,1330,60,230,133.0,75.667401,133.0,0.033635,10,5725.555556,0.320469,97.211425,5.818392,3331,-0.419133,186254806.699386,0.0,-0.311408,0.002786,
24.8,6,110.2,28.972651,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7,0,0,0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1502,60,385,150.2,107.46038,150.2,0.043468,10,11547.733333,0.345153,97.211425,5.818392,3340,-0.714269,844.531111,0.0,-0.160528,0.219206,
21.6,6,133.8,14.288122,0.2,0.0,0.0,0.2,0.6,0.0,0.0,6,0,2,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,1.0,1.0,1009,66,144,100.9,33.314828,100.9,0.075776,10,1109.877778,0.699882,97.211425,5.886621,3351,-1.165557,-540140738.836774,0.0,-0.380852,-0.030586,
12.0,17,75.7,51.555704,0.0,0.1,0.0,0.0,0.1,0.0,0.0,1,1,0,0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.1,0.1,0.0,0.9,0.9,1185,60,218,118.5,64.771822,118.5,0.022775,10,4195.388889,0.193965,97.211425,5.947821,3370,-0.359132,-14714158956.297344,0.0,-0.290039,-0.32141,
13.6,17,106.3,36.112404,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.2,0.0,0.0,0.8,0.8,1351,60,230,135.1,71.768842,135.1,0.029056,10,5150.766667,0.276913,97.211425,5.947821,3380,0.521026,-27975528981.651104,0.0,0.268233,-0.551509,
21.6,6,111.5,65.653047,0.0,0.0,0.0,0.5,0.7,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,1043,60,230,104.3,52.92353,104.3,0.015544,10,2800.9,0.152316,97.211425,5.947821,3380,-0.142331,-8251105315.947752,0.0,-0.168657,-0.294112,
10.0,17,108.6,22.612473,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2,0,0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.1,0.1,0.0,0.9,0.9,900,60,214,90.0,46.012076,90.0,0.047827,10,2117.111111,0.442234,97.211425,5.947821,3390,0.724362,-4097613461.243459,0.0,0.306366,-0.126,
12.8,17,91.5,30.212669,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1184,60,214,118.4,65.4611,118.4,0.033099,10,4285.155556,0.330987,97.211425,5.947821,3432,-0.444888,1123.152699,0.0,-0.202039,0.296506,
12.8,17,106.4,41.600625,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.3,0.0,1.0,1.0,1386,60,256,138.6,68.274283,138.6,0.025198,10,4661.377778,0.240381,97.211425,5.947821,3440,-1.669535,782271770.99508,0.0,-0.522331,0.01415,
4.0,17,60.6,52.189576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.2,0.0,0.7,0.7,1026,60,230,102.6,57.581247,102.6,0.01929,10,3315.6,0.191609,97.211425,5.947821,3440,-0.095391,-25516960629.683887,0.0,-0.065391,-0.501589,
26.4,6,97.2,54.760288,0.2,0.2,0.0,0.0,0.6,0.0,0.0,6,2,2,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,828,60,230,82.8,51.933291,82.8,0.021899,10,2697.066667,0.182614,97.211425,5.895487,3460,-0.012259,1798.862502,0.0,-0.009918,0.780544,
15.2,6,104.2,33.507682,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.3,0.0,0.0,0.7,0.7,1054,60,230,105.4,71.889112,105.4,0.029845,10,5168.044444,0.298439,97.211425,5.832038,3470,1.898385,-25367955193.79395,0.0,0.614929,-0.435796,
5.6,17,73.4,150.777161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,1.0,1.0,1051,90,143,105.1,19.151153,105.1,0.008594,10,366.766667,0.066323,97.211425,5.832038,3470,0.027602,-1732174138.031788,0.0,0.189114,-0.111701,
8.0,17,92.2,70.373047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,822,60,144,82.2,27.136691,82.2,0.015637,10,736.4,0.1421,97.211425,5.832038,3480,-0.333961,-50.113187,0.0,-0.547801,-0.037632,
15.2,17,114.6,21.115942,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1177,66,218,117.7,57.909988,117.7,0.047575,10,3353.566667,0.473576,97.211425,5.832038,3488,-1.339769,644.140964,0.0,-0.386954,0.238832,
20.0,6,108.2,17.575215,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.0,0.0,0.0,1.0,1.0,1588,66,338,158.8,87.984595,158.8,0.057488,10,7741.288889,0.568983,97.211425,5.832038,3502,1.50246,1716.818526,0.0,0.253596,0.385679,
14.4,17,134.1,36.77269,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1421,74,230,142.1,59.852504,142.1,0.052372,10,3582.322222,0.271941,97.211425,5.832038,3517,-0.356518,2592.746616,0.0,-0.070637,0.768755,
21.6,6,94.2,41.585199,0.0,0.1,0.0,0.2,0.6,0.0,0.0,6,1,0,0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.0,1.0,1.0,1219,66,224,121.9,63.96605,121.9,0.024878,10,4091.655556,0.24047,97.211425,5.832038,3530,0.136958,14565155133.342873,0.0,0.095144,0.322163,
9.2,17,101.8,32.822953,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.2,0.1,0.0,0.8,0.8,2497,60,755,249.7,273.036444,249.7,0.031929,10,74548.9,0.304665,97.211425,5.832038,3539,-0.573145,-75451989038.42442,0.0,-0.046682,-0.34128,
18.8,6,174.0,35.847435,0.0,0.0,0.0,0.1,0.6,0.0,0.0,6,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,2274,60,1494,227.4,445.928794,227.4,0.031023,10,198852.488889,0.27896,97.211425,5.832038,3550,-4.979356,-13398.129515,0.0,-0.271857,-0.644055,
24.8,6,211.4,107.657502,0.0,0.0,0.0,0.4,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,6855,66,1494,685.5,636.114639,685.5,0.009301,10,404641.833333,0.092887,97.211425,5.832038,3550,-1.08873,-28709.883185,0.0,-0.150847,-0.898644,
30.8,6,112.6,177.116097,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,945,66,212,94.5,50.339404,94.5,0.007851,10,2534.055556,0.05646,97.211425,5.832038,3550,-0.139496,936.14532,0.0,-0.229264,0.39509,
25.6,6,105.6,240.102583,0.1,0.0,0.0,0.3,0.8,0.0,0.0,8,0,1,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.8,0.8,1327,60,566,132.7,157.375736,132.7,0.004302,10,24767.122222,0.041649,97.211425,5.818041,3550,-0.211226,-27081507079.54068,0.0,-0.347479,-0.24347,
16.8,17,120.5,62.016652,0.1,0.0,0.0,0.1,0.4,0.0,0.0,4,0,1,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.1,0.0,0.0,0.9,0.9,1301,60,230,130.1,71.530025,130.1,0.016477,10,5116.544444,0.161247,97.211425,5.753626,3550,0.936354,-13056485641.051338,0.0,0.559166,-0.34434,
13.6,17,106.3,21.177556,0.0,0.0,0.0,0.1,0.3,0.0,0.0,3,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.2,0.0,0.0,0.8,0.8,977,60,230,97.7,66.796623,97.7,0.048128,10,4461.788889,0.472198,97.211425,5.740017,3550,-1.329855,-14043641118.139376,0.0,-0.295943,-0.297465,
14.4,6,74.1,23.51464,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.3,0.1,0.0,0.7,0.7,1095,60,218,109.5,63.489719,109.5,0.048021,10,4030.944444,0.425267,97.211425,5.740017,3550,0.291925,-29800829719.85719,0.0,0.131032,-0.542238,
20.0,6,81.4,85.110652,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1422,60,284,142.2,67.451711,142.2,0.018325,10,4549.733333,0.117494,97.211425,5.740017,3550,-0.417371,-27.797282,0.0,-0.250104,-0.010999,
18.4,17,117.8,26.973363,0.0,0.1,0.0,0.1,0.3,0.0,0.0,3,1,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1250,60,276,125.0,82.225976,125.0,0.037074,10,6761.111111,0.370736,97.211425,5.740017,3554,-0.782392,584.960684,0.0,-0.199822,0.111958,
26.4,6,82.1,82.49943,0.2,0.2,0.0,0.1,0.6,0.0,0.0,6,2,2,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1235,66,245,123.5,74.034902,123.5,0.012196,10,5481.166667,0.121213,97.211425,5.657983,3563,0.71348,2779.397112,0.0,0.453104,0.652905,
18.4,6,138.7,83.428558,0.0,0.1,0.1,0.2,0.4,0.0,0.0,4,1,0,1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1209,60,230,120.9,65.972132,120.9,0.029267,10,4352.322222,0.119863,97.211425,5.610824,3570,1.765312,2381.992544,0.0,0.50129,0.633566,
10.4,6,60.8,22.43728,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4,0,0,0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.2,0.1,0.0,0.8,0.8,1154,60,224,115.4,65.045625,115.4,0.046591,10,4230.933333,0.445687,97.211425,5.580579,3579,-2.47986,-409763261.126633,0.0,-0.337859,-0.00778,
23.6,6,98.3,36.626966,0.1,0.1,0.0,0.4,0.8,0.0,0.0,8,1,1,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,825,60,176,82.5,34.961089,82.5,0.027509,10,1222.277778,0.273023,97.211425,5.656663,3580,0.079242,-4190741331.06325,0.0,0.071009,-0.226128,
14.8,6,120.9,26.073376,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4,0,0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.1,0.1,0.0,0.9,0.9,1340,60,230,134.0,67.197884,134.0,0.041363,10,4515.555556,0.383533,97.211425,5.689271,3582,1.933283,-20488070708.109184,0.0,0.445712,-0.431376,
14.4,17,112.7,16.476151,0.0,0.1,0.0,0.0,0.2,0.0,0.0,2,1,0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.3,0.5,0.0,0.2,0.0,0.0,0.8,0.8,1208,60,218,120.8,70.295883,120.8,0.06406,10,4941.511111,0.606938,97.211425,5.689271,3606,-1.165759,-22648629668.41065,0.0,-0.232945,-0.45585,
18.4,17,87.4,8.486768,0.0,0.2,0.0,0.1,0.2,0.0,0.0,2,2,0,0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.4,0.5,0.0,0.0,0.1,0.0,1.0,1.0,1204,60,230,120.4,64.689343,120.4,0.122361,10,4184.711111,1.178305,97.211425,5.689271,3623,-3.480763,-4172113678.427112,0.0,-0.443679,-0.121667,
10.4,17,127.3,39.0863,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.1,0.2,0.0,0.9,0.9,1796,60,230,179.6,65.413556,179.6,0.02584,10,4278.933333,0.255844,97.211425,5.689271,3630,-2.211378,-5736660213.345063,0.0,-0.627221,-0.108306,
32.0,6,79.7,37.648613,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,704,66,77,70.4,5.680376,70.4,0.029121,10,32.266667,0.265614,97.211425,5.689271,3630,0.005023,0.31983,0.0,0.03858,0.033825,
24.8,6,124.6,19.018673,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1254,60,214,125.4,67.409528,125.4,0.057975,10,4544.044444,0.525799,97.211425,5.689271,3630,1.414534,145.283265,0.0,0.363089,0.489844,
21.6,6,107.1,45.415116,0.0,0.1,0.0,0.3,0.5,0.0,0.0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.2,0.0,0.2,0.0,0.0,0.8,0.8,921,60,230,92.1,50.753106,92.1,0.025565,10,2575.877778,0.220191,97.211425,5.689271,3630,-0.185555,-11957582656.369053,0.0,-0.127034,-0.333343,
12.0,17,117.7,23.678225,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.1,0.0,0.0,0.9,0.9,1299,60,230,129.9,69.779733,129.9,0.047921,10,4869.211111,0.422329,97.211425,5.689271,3630,1.698291,-13019237025.723476,0.0,0.598469,-0.35197,
12.8,17,95.5,194.635792,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,974,60,230,97.4,54.794971,97.4,0.014886,10,3002.488889,0.051378,97.211425,5.689271,3658,-0.136419,2309.894217,0.0,-0.083033,0.664287,
16.0,17,118.8,30.611738,0.0,0.1,0.0,0.0,0.2,0.0,0.0,2,1,0,0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,929,62,207,92.9,48.107403,92.9,0.03548,10,2314.322222,0.326672,97.211425,5.689271,3687,-0.014642,657.746187,0.0,-0.008057,0.23054,
32.8,6,173.7,82.314046,0.0,0.1,0.0,0.4,1.0,0.0,0.0,10,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2207,66,875,220.7,281.140159,220.7,0.012969,10,79039.788889,0.121486,97.211425,5.689271,3700,-1.256752,3.537639,0.0,-0.280262,0.311333,
29.6,6,119.1,117.770222,0.2,0.0,0.0,0.4,0.9,0.0,0.0,9,0,2,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1457,66,662,145.7,187.024092,145.7,0.008755,10,34978.011111,0.084911,97.211425,5.643413,3700,0.073684,-1982.304374,0.0,0.040652,-0.163157,
22.4,6,82.3,31.496572,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7,0,0,0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1264,60,196,126.4,59.44783,126.4,0.04621,10,3534.044444,0.317495,97.211425,5.58775,3705,-0.414215,-1627.049473,0.0,-0.100123,-0.447361,
16.4,17,164.0,14.055187,0.0,0.1,0.0,0.0,0.3,0.0,0.0,3,1,0,0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.1,0.0,1.0,1.0,1443,60,230,144.3,79.019055,144.3,0.07176,10,6244.011111,0.711481,97.211425,5.58775,3710,-1.791374,14844539983.14657,0.0,-0.366011,0.354392,
15.2,6,120.9,10.033361,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.3,0.0,1.0,1.0,1220,66,214,122.0,57.449495,122.0,0.102582,10,3300.444444,0.996675,97.211425,5.58775,3710,1.164439,-13410373542.768372,0.0,0.235753,-0.288281,
